,bill_id,code,bill_number,title,description,state,session,filename,status,status_date,url
1593999,415776,HJR201,HJR201,Joint Resolution Approving Acceptance of Federal Education Funds,Joint Resolution Approving Acceptance of Federal Education Funds,UT,2010 2nd Special Session,bill_data\UT\2010-2010_2nd_Special_Session\bill\HJR201.json,3,2010-11-18,http://le.utah.gov/~2010S2/bills/hbillenr/hjr201.pdf
1594000,415733,SJR201,SJR201,Joint Rules Resolution - Appropriations Subcommittee Amendments,Joint Rules Resolution - Appropriations Subcommittee Amendments,UT,2010 2nd Special Session,bill_data\UT\2010-2010_2nd_Special_Session\bill\SJR201.json,3,2010-11-18,http://le.utah.gov/~2010S2/bills/sbillenr/sjr201.pdf
1594001,181558,HB0001,HB0001,Minimum School Program Base Budget,Minimum School Program Base Budget,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0001.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0001.pdf
1594002,181559,HB0002,HB0002,Fiscal Year 2010 and Fiscal Year 2011 Supplemental Appropriations,Fiscal Year 2010 and Fiscal Year 2011 Supplemental Appropriations,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0002.json,2,2010-03-09,http://le.utah.gov/~2010/bills/hbillenr/hb0002.pdf
1594003,181560,HB0003,HB0003,Appropriations Adjustments,Appropriations Adjustments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0003.json,3,2010-03-16,http://le.utah.gov/~2010/bills/hbillenr/hb0003.pdf
1594004,181561,HB0004,HB0004,Current School Year Supplemental Minimum School Program Budget Adjustments,Current School Year Supplemental Minimum School Program Budget Adjustments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0004.json,4,2010-02-26,http://le.utah.gov/~2010/bills/hbillenr/hb0004.pdf
1594005,181562,HB0005,HB0005,Revenue Bond and Capital Facilities Authorizations,Revenue Bond and Capital Facilities Authorizations,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0005.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0005.pdf
1594006,181563,HB0006,HB0006,State Agency Compensation Appropriations,State Agency Compensation Appropriations,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0006.json,4,2010-03-31,http://le.utah.gov/~2010/bills/hbillenr/hb0006.pdf
1594007,181564,HB0010,HB0010,Court Fees for Inmates,Court Fees for Inmates,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0010.json,4,2010-03-26,http://le.utah.gov/~2010/bills/hbillenr/hb0010.pdf
1594008,181565,HB0011,HB0011,Licensing of Elevator Contractors and Elevator Mechanics,Licensing of Elevator Contractors and Elevator Mechanics,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0011.json,2,2010-02-02,http://le.utah.gov/~2010/bills/hbillenr/hb0011.pdf
1594009,181566,HB0012,HB0012,Criminal Homicide and Abortion Amendments,Criminal Homicide and Abortion Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0012.json,5,2010-03-08,http://le.utah.gov/~2010/bills/hbillenr/hb0012.pdf
1594010,181567,HB0013,HB0013,Drug Law Definitions - Amendments,Drug Law Definitions - Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0013.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0013.pdf
1594011,181568,HB0014,HB0014,Juvenile Transfers from Justice Court,Juvenile Transfers from Justice Court,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0014.json,4,2010-03-22,http://le.utah.gov/~2010/bills/hbillenr/hb0014.pdf
1594012,181569,HB0015,HB0015,Deferred Deposit Lending Amendments,Deferred Deposit Lending Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0015.json,2,2010-01-27,http://le.utah.gov/~2010/bills/hbillenr/hb0015.pdf
1594013,181570,HB0016,HB0016,Parent-time Amendments,Parent-time Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0016.json,2,2010-03-10,http://le.utah.gov/~2010/bills/hbillenr/hb0016.pdf
1594014,181571,HB0017,HB0017,Amendments to Programs for People with Disabilities,Amendments to Programs for People with Disabilities,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0017.json,2,2010-02-01,http://le.utah.gov/~2010/bills/hbillenr/hb0017.pdf
1594015,181572,HB0018,HB0018,Unemployment Insurance Amendments,Unemployment Insurance Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0018.json,4,2010-03-29,http://le.utah.gov/~2010/bills/hbillenr/hb0018.pdf
1594016,181573,HB0019,HB0019,Post Conviction Remedies Amendments,Post Conviction Remedies Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0019.json,2,2010-02-03,http://le.utah.gov/~2010/bills/hbillenr/hb0019.pdf
1594017,181574,HB0020,HB0020,Amendments to Health Insurance Coverage in State Contracts,Amendments to Health Insurance Coverage in State Contracts,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0020.json,1,2010-02-05,http://le.utah.gov/~2010/bills/hbillamd/hb0020.pdf
1594018,181575,HB0021,HB0021,Expungement Revisions,Expungement Revisions,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0021.json,4,2010-03-29,http://le.utah.gov/~2010/bills/hbillenr/hb0021.pdf
1594019,181576,HB0022,HB0022,Inmate Health Insurance Amendments,Inmate Health Insurance Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0022.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillamd/hb0022.pdf
1594020,181577,HB0023,HB0023,Workplace Drug and Alcohol Testing,Workplace Drug and Alcohol Testing,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0023.json,2,2010-02-18,http://le.utah.gov/~2010/bills/hbillenr/hb0023.pdf
1594021,181578,HB0024,HB0024,Economic Development Incentives Act Amendments,Economic Development Incentives Act Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0024.json,4,2010-03-23,http://le.utah.gov/~2010/bills/hbillenr/hb0024.pdf
1594022,181579,HB0025,HB0025,Health Reform - Administrative Simplification,Health Reform - Administrative Simplification,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0025.json,4,2010-03-29,http://le.utah.gov/~2010/bills/hbillenr/hb0025.pdf
1594023,181580,HB0026,HB0026,Brine Shrimp Royalty Act Amendments,Brine Shrimp Royalty Act Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0026.json,4,2010-03-23,http://le.utah.gov/~2010/bills/hbillenr/hb0026.pdf
1594024,181581,HB0027,HB0027,Per Diem and Travel Expense Modifications,Per Diem and Travel Expense Modifications,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0027.json,4,2010-03-29,http://le.utah.gov/~2010/bills/hbillenr/hb0027.pdf
1594025,181582,HB0028,HB0028,Controlled Substance Database Amendments,Controlled Substance Database Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0028.json,2,2010-01-27,http://le.utah.gov/~2010/bills/hbillenr/hb0028.pdf
1594026,181583,HB0029,HB0029,School District Division Amendments,School District Division Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0029.json,4,2010-03-26,http://le.utah.gov/~2010/bills/hbillenr/hb0029.pdf
1594027,181584,HB0030,HB0030,Drug Law Amendments,Drug Law Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0030.json,4,2010-03-23,http://le.utah.gov/~2010/bills/hbillenr/hb0030.pdf
1594028,181585,HB0031,HB0031,"Wildlife Licenses, Certificates, or Permit Amendments","Wildlife Licenses, Certificates, or Permit Amendments",UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0031.json,2,2010-02-05,http://le.utah.gov/~2010/bills/hbillenr/hb0031.pdf
1594029,181586,HB0032,HB0032,Livestock Damage Compensation Amendments,Livestock Damage Compensation Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0032.json,4,2010-03-29,http://le.utah.gov/~2010/bills/hbillenr/hb0032.pdf
1594030,181587,HB0033,HB0033,Groundwater Recharge and Recovery Act Amendments,Groundwater Recharge and Recovery Act Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0033.json,2,2010-01-28,http://le.utah.gov/~2010/bills/hbillenr/hb0033.pdf
1594031,181588,HB0034,HB0034,Water Storage Projects,Water Storage Projects,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0034.json,4,2010-03-23,http://le.utah.gov/~2010/bills/hbillenr/hb0034.pdf
1594032,181589,HB0035,HB0035,Controlled Substance Database - Reporting for Overdose of a Prescribed Controlled Substance,Controlled Substance Database - Reporting for Overdose of a Prescribed Controlled Substance,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0035.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0035.pdf
1594033,181590,HB0036,HB0036,Controlled Substance Database - Reporting Convictions for Driving Under the Influence or Impaired Driving,Controlled Substance Database - Reporting Convictions for Driving Under the Influence or Impaired Driving,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0036.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0036.pdf
1594034,181591,HB0037,HB0037,Criminal Background Checks on Motor Vehicle Dealers and Salespersons,Criminal Background Checks on Motor Vehicle Dealers and Salespersons,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0037.json,4,2010-03-29,http://le.utah.gov/~2010/bills/hbillenr/hb0037.pdf
1594035,181592,HB0038,HB0038,Scheduling of Controlled Substances,Scheduling of Controlled Substances,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0038.json,4,2010-03-26,http://le.utah.gov/~2010/bills/hbillenr/hb0038.pdf
1594036,181593,HB0039,HB0039,Insurance Related Amendments,Insurance Related Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0039.json,1,2010-02-01,http://le.utah.gov/~2010/bills/hbillamd/hb0039.pdf
1594037,181594,HB0040,HB0040,Utah Life and Health Insurance Guaranty Association Amendments,Utah Life and Health Insurance Guaranty Association Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0040.json,2,2010-01-28,http://le.utah.gov/~2010/bills/hbillenr/hb0040.pdf
1594038,181595,HB0041,HB0041,Constables Amendments,Constables Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0041.json,2,2010-02-16,http://le.utah.gov/~2010/bills/hbillenr/hb0041.pdf
1594039,181596,HB0042,HB0042,School District Employees - Career Status Requirements,School District Employees - Career Status Requirements,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0042.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillint/hb0042.pdf
1594040,181597,HB0043,HB0043,Unemployment Compensation Amendments,Unemployment Compensation Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0043.json,2,2010-02-03,http://le.utah.gov/~2010/bills/hbillenr/hb0043.pdf
1594041,181598,HB0044,HB0044,Referendum Ballot Proposition Amendments,Referendum Ballot Proposition Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0044.json,2,2010-02-05,http://le.utah.gov/~2010/bills/hbillenr/hb0044.pdf
1594042,181599,HB0045,HB0045,State Construction Code Adoption,State Construction Code Adoption,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0045.json,4,2010-03-26,http://le.utah.gov/~2010/bills/hbillenr/hb0045.pdf
1594043,181600,HB0046,HB0046,Motor Vehicle Act Amendments,Motor Vehicle Act Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0046.json,2,2010-02-18,http://le.utah.gov/~2010/bills/hbillenr/hb0046.pdf
1594044,181601,HB0047,HB0047,Board of Pardons and Parole Technical Amendments,Board of Pardons and Parole Technical Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0047.json,2,2010-02-19,http://le.utah.gov/~2010/bills/hbillenr/hb0047.pdf
1594045,181602,HB0048,HB0048,"Amendments to the Tourism, Recreation, Cultural, Convention, and Airport Facilities Tax Act","Amendments to the Tourism, Recreation, Cultural, Convention, and Airport Facilities Tax Act",UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0048.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillint/hb0048.pdf
1594046,181603,HB0049,HB0049,"Amendments Related to a Tax, Fee, or Charge Administered by the State Tax Commission","Amendments Related to a Tax, Fee, or Charge Administered by the State Tax Commission",UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0049.json,2,2010-01-28,http://le.utah.gov/~2010/bills/hbillenr/hb0049.pdf
1594047,181604,HB0050,HB0050,Sales and Use Tax Modifications,Sales and Use Tax Modifications,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0050.json,4,2010-03-26,http://le.utah.gov/~2010/bills/hbillenr/hb0050.pdf
1594048,181605,HB0051,HB0051,Family Employment Program - Cash Assistance to Single Minor Parent,Family Employment Program - Cash Assistance to Single Minor Parent,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0051.json,2,2010-02-19,http://le.utah.gov/~2010/bills/hbillenr/hb0051.pdf
1594049,181606,HB0052,HB0052,Health Reform - Uniform Electronic Standards - Insurance Information,Health Reform - Uniform Electronic Standards - Insurance Information,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0052.json,4,2010-03-30,http://le.utah.gov/~2010/bills/hbillenr/hb0052.pdf
1594050,181607,HB0053,HB0053,Foreclosure Rescue and Loan Modification Amendments,Foreclosure Rescue and Loan Modification Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0053.json,2,2010-02-01,http://le.utah.gov/~2010/bills/hbillamd/hb0053.pdf
1594051,181608,HB0054,HB0054,Property Tax Exemption for Water Facilities,Property Tax Exemption for Water Facilities,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0054.json,2,2010-02-25,http://le.utah.gov/~2010/bills/hbillenr/hb0054.pdf
1594052,181609,HB0055,HB0055,Department of Community and Culture Grants Amendments,Department of Community and Culture Grants Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0055.json,2,2010-02-01,http://le.utah.gov/~2010/bills/hbillenr/hb0055.pdf
1594053,181610,HB0056,HB0056,Amended Campaign Financial Statements,Amended Campaign Financial Statements,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0056.json,0,,http://le.utah.gov/~2010/bills/hbillamd/hb0056.pdf
1594054,181611,HB0057,HB0057,Extension of Sunset for Design-build Contract Award Authorization,Extension of Sunset for Design-build Contract Award Authorization,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0057.json,4,2010-03-30,http://le.utah.gov/~2010/bills/hbillenr/hb0057.pdf
1594055,181612,HB0058,HB0058,Utah Generated Renewable Energy Electricity Network Authority Board Amendments,Utah Generated Renewable Energy Electricity Network Authority Board Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0058.json,4,2010-03-23,http://le.utah.gov/~2010/bills/hbillenr/hb0058.pdf
1594056,181613,HB0059,HB0059,Campaign Finance Revisions,Campaign Finance Revisions,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0059.json,4,2010-03-26,http://le.utah.gov/~2010/bills/hbillenr/hb0059.pdf
1594057,181614,HB0060,HB0060,Water Conveyance Facilities Safety Act,Water Conveyance Facilities Safety Act,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0060.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillint/hb0060.pdf
1594058,181615,HB0061,HB0061,Real Property Sales Information Disclosure,Real Property Sales Information Disclosure,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0061.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillint/hb0061.pdf
1594059,181616,HB0062,HB0062,Penalties for Violent Crime in Presence of a Child,Penalties for Violent Crime in Presence of a Child,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0062.json,4,2010-03-30,http://le.utah.gov/~2010/bills/hbillenr/hb0062.pdf
1594060,181617,HB0063,HB0063,Tire Recycling Fee Modification,Tire Recycling Fee Modification,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0063.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0063.pdf
1594061,181618,HB0064,HB0064,Errors and Omissions Coverage for Insurance Producers,Errors and Omissions Coverage for Insurance Producers,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0064.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillint/hb0064.pdf
1594062,181619,HB0065,HB0065,Amendments Related to Regulation of Insurance Type Products,Amendments Related to Regulation of Insurance Type Products,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0065.json,2,2010-02-02,http://le.utah.gov/~2010/bills/hbillamd/hb0065.pdf
1594063,181620,HB0066,HB0066,Prosthetic Limb Health Insurance Parity,Prosthetic Limb Health Insurance Parity,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0066.json,2,2010-02-24,http://le.utah.gov/~2010/bills/hbillint/hb0066.pdf
1594064,181621,HB0067,HB0067,Health System Amendments,Health System Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0067.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillint/hb0067.pdf
1594065,181622,HB0068,HB0068,Habitual Wanton Destruction of Wildlife,Habitual Wanton Destruction of Wildlife,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0068.json,2,2010-02-18,http://le.utah.gov/~2010/bills/hbillenr/hb0068.pdf
1594066,181623,HB0069,HB0069,State Engineer's Plugging of Wells Repealer,State Engineer's Plugging of Wells Repealer,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0069.json,2,2010-02-16,http://le.utah.gov/~2010/bills/hbillenr/hb0069.pdf
1594067,181624,HB0070,HB0070,Certification of Retrofit Compressed Natural Gas Vehicles,Certification of Retrofit Compressed Natural Gas Vehicles,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0070.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillint/hb0070.pdf
1594068,181625,HB0071,HB0071,Nicotine Product Restrictions,Nicotine Product Restrictions,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0071.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0071.pdf
1594069,181626,HB0072,HB0072,Utah School Seismic Hazard Inventory,Utah School Seismic Hazard Inventory,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0072.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillint/hb0072.pdf
1594070,181627,HB0073,HB0073,Utah Construction Trades Continuing Education Amendments,Utah Construction Trades Continuing Education Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0073.json,2,2010-02-02,http://le.utah.gov/~2010/bills/hbillenr/hb0073.pdf
1594071,181628,HB0074,HB0074,Adoption and Child Custody Amendments,Adoption and Child Custody Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0074.json,2,2010-03-10,http://le.utah.gov/~2010/bills/hbillenr/hb0074.pdf
1594072,181629,HB0075,HB0075,Assessment Area Amendments,Assessment Area Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0075.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillint/hb0075.pdf
1594073,181630,HB0076,HB0076,Ticket Scalping,Ticket Scalping,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0076.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillint/hb0076.pdf
1594074,181631,HB0077,HB0077,Seismic Requirements for Condominium Conversion Projects,Seismic Requirements for Condominium Conversion Projects,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0077.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0077.pdf
1594075,181632,HB0078,HB0078,Weapons Revisions,Weapons Revisions,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0078.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillint/hb0078.pdf
1594076,181633,HB0079,HB0079,Valid Voter Identification Amendments,Valid Voter Identification Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0079.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0079.pdf
1594077,181634,HB0080,HB0080,Public Access to Private Stream Beds,Public Access to Private Stream Beds,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0080.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillamd/hb0080.pdf
1594078,181635,HB0081,HB0081,School Employee Criminal Background Check,School Employee Criminal Background Check,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0081.json,2,2010-02-02,http://le.utah.gov/~2010/bills/hbillamd/hb0081.pdf
1594079,181636,HB0082,HB0082,Protection of Children Riding in Motor Vehicles,Protection of Children Riding in Motor Vehicles,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0082.json,2,2010-02-23,http://le.utah.gov/~2010/bills/hbillint/hb0082.pdf
1594080,181637,HB0083,HB0083,Public Employees' Retirement - Spousal Election,Public Employees' Retirement - Spousal Election,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0083.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillint/hb0083.pdf
1594081,181638,HB0084,HB0084,Water Banking,Water Banking,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0084.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillint/hb0084.pdf
1594082,181639,HB0085,HB0085,Responsible Development of Nuclear Power Generation,Responsible Development of Nuclear Power Generation,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0085.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillint/hb0085.pdf
1594083,181640,HB0086,HB0086,Department of Human Services - Review and Oversight,Department of Human Services - Review and Oversight,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0086.json,4,2010-03-26,http://le.utah.gov/~2010/bills/hbillenr/hb0086.pdf
1594084,181641,HB0087,HB0087,Medical Assistance Asset Test Amendments,Medical Assistance Asset Test Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0087.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0087.pdf
1594085,181642,HB0088,HB0088,Electronic Cigarette Restrictions,Electronic Cigarette Restrictions,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0088.json,4,2010-03-23,http://le.utah.gov/~2010/bills/hbillenr/hb0088.pdf
1594086,181643,HB0089,HB0089,License for Controlled Substances Amendments,License for Controlled Substances Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0089.json,4,2010-03-26,http://le.utah.gov/~2010/bills/hbillenr/hb0089.pdf
1594087,181644,HB0090,HB0090,Income Tax Amendments,Income Tax Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0090.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0090.pdf
1594088,181645,HB0091,HB0091,Traffic Control Signs for Bicycles,Traffic Control Signs for Bicycles,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0091.json,2,2010-02-25,http://le.utah.gov/~2010/bills/hbillamd/hb0091.pdf
1594089,181646,HB0092,HB0092,Moist Snuff Taxation Revisions,Moist Snuff Taxation Revisions,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0092.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillamd/hb0092.pdf
1594090,181647,HB0093,HB0093,Motorcycle and Off-highway Vehicle Amendments,Motorcycle and Off-highway Vehicle Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0093.json,4,2010-03-30,http://le.utah.gov/~2010/bills/hbillenr/hb0093.pdf
1594091,181648,HB0094,HB0094,"Uniform Fiscal Procedures Act Amendments for Towns, Cities, and Counties Amendments","Uniform Fiscal Procedures Act Amendments for Towns, Cities, and Counties Amendments",UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0094.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillint/hb0094.pdf
1594092,181649,HB0095,HB0095,Certification of Voting Equipment Modifications,Certification of Voting Equipment Modifications,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0095.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillint/hb0095.pdf
1594093,181650,HB0096,HB0096,Libel Amendments,Libel Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0096.json,4,2010-03-23,http://le.utah.gov/~2010/bills/hbillenr/hb0096.pdf
1594094,181651,HB0097,HB0097,Amendments Relating to Deceptive Practices Involving Consumers,Amendments Relating to Deceptive Practices Involving Consumers,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0097.json,2,2010-02-09,http://le.utah.gov/~2010/bills/hbillenr/hb0097.pdf
1594095,181652,HB0098,HB0098,State Engineer Bonding Requirements,State Engineer Bonding Requirements,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0098.json,4,2010-03-29,http://le.utah.gov/~2010/bills/hbillenr/hb0098.pdf
1594096,181653,HB0099,HB0099,Background Checks for School Sports Officials,Background Checks for School Sports Officials,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0099.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillamd/hb0099.pdf
1594097,181654,HB0100,HB0100,Heber Valley Historic Railroad Authority,Heber Valley Historic Railroad Authority,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0100.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillint/hb0100.pdf
1594098,181655,HB0101,HB0101,Anesthesiologist Assistants,Anesthesiologist Assistants,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0101.json,1,2010-01-25,http://le.utah.gov/~2010/bills/hbillint/hb0101.pdf
1594099,181656,HB0102,HB0102,Agriculture Sustainability Act,Agriculture Sustainability Act,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0102.json,1,2010-01-26,http://le.utah.gov/~2010/bills/hbillint/hb0102.pdf
1594100,181657,HB0103,HB0103,Reduced Speed School Zone Amendments,Reduced Speed School Zone Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0103.json,2,2010-02-10,http://le.utah.gov/~2010/bills/hbillenr/hb0103.pdf
1594101,181658,HB0104,HB0104,Unlawful Provision of Identifiable Prescription Information,Unlawful Provision of Identifiable Prescription Information,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0104.json,1,2010-01-26,http://le.utah.gov/~2010/bills/hbillint/hb0104.pdf
1594102,181659,HB0105,HB0105,Public School Employee Auditory Protection Requirements,Public School Employee Auditory Protection Requirements,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0105.json,1,2010-01-26,http://le.utah.gov/~2010/bills/hbillamd/hb0105.pdf
