,bill_id,code,bill_number,title,description,state,session,filename,status,status_date,url
1597453,533041,SB0124S01,SB0124S01,Sales and Use Tax Exemption for Database Access,Sales and Use Tax Exemption for Database Access,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0124S01.json,4,2013-03-27,http://le.utah.gov/~2013/bills/sbillenr/sb0124.pdf
1597454,440041,SB0125,SB0125,District Court Judge Amendments,District Court Judge Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0125.json,4,2013-03-22,http://le.utah.gov/~2013/bills/sbillenr/sb0125.pdf
1597455,440049,SB0126,SB0126,Coordination of Services for Veterans,Coordination of Services for Veterans,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0126.json,1,2013-01-28,http://le.utah.gov/~2013/bills/sbillint/sb0126.pdf
1597456,533042,SB0126S01,SB0126S01,Coordination of Services for Veterans,Coordination of Services for Veterans,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0126S01.json,4,2013-03-28,http://le.utah.gov/~2013/bills/sbillenr/sb0126.pdf
1597457,440058,SB0127,SB0127,Juvenile Court Judge Amendments,Juvenile Court Judge Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0127.json,4,2013-03-22,http://le.utah.gov/~2013/bills/sbillenr/sb0127.pdf
1597458,440068,SB0128,SB0128,Financial Transparency in Education,Financial Transparency in Education,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0128.json,4,2013-04-01,http://le.utah.gov/~2013/bills/sbillenr/sb0128.pdf
1597459,467116,SB0129,SB0129,Office of State Debt Collection - Administrative Garnishment Order,Office of State Debt Collection - Administrative Garnishment Order,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0129.json,4,2013-03-22,http://le.utah.gov/~2013/bills/sbillenr/sb0129.pdf
1597460,467793,SB0130,SB0130,Security Personnel Licensing Act Amendments,Security Personnel Licensing Act Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0130.json,4,2013-04-01,http://le.utah.gov/~2013/bills/sbillenr/sb0130.pdf
1597461,467737,SB0131,SB0131,Assault Amendments,Assault Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0131.json,4,2013-03-26,http://le.utah.gov/~2013/bills/sbillenr/sb0131.pdf
1597462,471138,SB0132,SB0132,Utah Medical Education Council Amendments,Utah Medical Education Council Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0132.json,1,2013-01-28,http://le.utah.gov/~2013/bills/sbillint/sb0132.pdf
1597463,533043,SB0132S01,SB0132S01,Utah Medical Education Council Amendments,Utah Medical Education Council Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0132S01.json,1,2013-01-28,http://le.utah.gov/~2013/bills/sbillint/sb0132s01.pdf
1597464,533044,SB0132S02,SB0132S02,Utah Medical Education Council Amendments,Utah Medical Education Council Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0132S02.json,4,2013-03-21,http://le.utah.gov/~2013/bills/sbillenr/sb0132.pdf
1597465,471286,SB0133,SB0133,School Performance Report Amendments,School Performance Report Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0133.json,1,2013-01-28,http://le.utah.gov/~2013/bills/sbillint/sb0133.pdf
1597466,475070,SB0134,SB0134,Utah Performance Assessment System for Students (u-pass) Amendments,Utah Performance Assessment System for Students (u-pass) Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0134.json,1,2013-01-28,http://le.utah.gov/~2013/bills/sbillint/sb0134.pdf
1597467,474449,SB0135,SB0135,Involuntary Commitment Amendments,Involuntary Commitment Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0135.json,4,2013-03-21,http://le.utah.gov/~2013/bills/sbillenr/sb0135.pdf
1597468,475234,SB0136,SB0136,Construction Trades Licensing Modifications,Construction Trades Licensing Modifications,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0136.json,1,2013-01-28,http://le.utah.gov/~2013/bills/sbillint/sb0136.pdf
1597469,533045,SB0136S01,SB0136S01,Construction Trades Licensing Modifications,Construction Trades Licensing Modifications,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0136S01.json,1,2013-01-28,http://le.utah.gov/~2013/bills/sbillint/sb0136s01.pdf
1597470,476475,SB0137,SB0137,Motor Vehicle Registration Enforcement Amendments,Motor Vehicle Registration Enforcement Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0137.json,4,2013-03-26,http://le.utah.gov/~2013/bills/sbillenr/sb0137.pdf
1597471,476986,SB0138,SB0138,Amendments to Requirements for Governor's Proposed Budget,Amendments to Requirements for Governor's Proposed Budget,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0138.json,4,2013-03-26,http://le.utah.gov/~2013/bills/sbillenr/sb0138.pdf
1597472,477019,SB0139,SB0139,Utah Science Center Authority Amendments,Utah Science Center Authority Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0139.json,1,2013-01-29,http://le.utah.gov/~2013/bills/sbillint/sb0139.pdf
1597473,477056,SB0140,SB0140,Service Area Board of Trustees,Service Area Board of Trustees,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0140.json,4,2013-03-22,http://le.utah.gov/~2013/bills/sbillenr/sb0140.pdf
1597474,477089,SB0141,SB0141,Education Contribution on Tax Returns,Education Contribution on Tax Returns,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0141.json,4,2013-03-27,http://le.utah.gov/~2013/bills/sbillenr/sb0141.pdf
1597475,477792,SB0142,SB0142,Repeal of Blacklisting Provisions,Repeal of Blacklisting Provisions,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0142.json,4,2013-04-01,http://le.utah.gov/~2013/bills/sbillenr/sb0142.pdf
1597476,477825,SB0143,SB0143,Mortgage and Financial Affairs Amendments,Mortgage and Financial Affairs Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0143.json,1,2013-01-29,http://le.utah.gov/~2013/bills/sbillint/sb0143.pdf
1597477,533046,SB0143S01,SB0143S01,Mortgage and Financial Affairs Amendments,Mortgage and Financial Affairs Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0143S01.json,2,2013-03-05,http://le.utah.gov/~2013/bills/sbillint/sb0143s01.pdf
1597478,477857,SB0144,SB0144,Reauthorization of Prohibitions on Practicing Law Without a License,Reauthorization of Prohibitions on Practicing Law Without a License,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0144.json,4,2013-03-27,http://le.utah.gov/~2013/bills/sbillenr/sb0144.pdf
1597479,478402,SB0145,SB0145,County Attorney Chapter Recodification,County Attorney Chapter Recodification,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0145.json,4,2013-03-27,http://le.utah.gov/~2013/bills/sbillenr/sb0145.pdf
1597480,478433,SB0146,SB0146,Driving Under the Influence Amendments,Driving Under the Influence Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0146.json,4,2013-03-22,http://le.utah.gov/~2013/bills/sbillenr/sb0146.pdf
1597481,478522,SB0147,SB0147,Workers' Compensation and Occupational Safety Related Amendments,Workers' Compensation and Occupational Safety Related Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0147.json,1,2013-01-30,http://le.utah.gov/~2013/bills/sbillint/sb0147.pdf
1597482,533047,SB0147S01,SB0147S01,Workers' Compensation and Occupational Safety Related Amendments,Workers' Compensation and Occupational Safety Related Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0147S01.json,4,2013-03-22,http://le.utah.gov/~2013/bills/sbillenr/sb0147.pdf
1597483,478494,SB0148,SB0148,Conservation Districts - Closed Meetings Amendments,Conservation Districts - Closed Meetings Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0148.json,4,2013-03-27,http://le.utah.gov/~2013/bills/sbillenr/sb0148.pdf
1597484,479362,SB0149,SB0149,Governmental Immunity Amendments,Governmental Immunity Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0149.json,1,2013-01-30,http://le.utah.gov/~2013/bills/sbillint/sb0149.pdf
1597485,479337,SB0150,SB0150,Financial Institution Amendments,Financial Institution Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0150.json,4,2013-03-22,http://le.utah.gov/~2013/bills/sbillenr/sb0150.pdf
1597486,479310,SB0151,SB0151,Authorization of Charter Schools by Higher Education Institutions,Authorization of Charter Schools by Higher Education Institutions,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0151.json,4,2013-03-27,http://le.utah.gov/~2013/bills/sbillenr/sb0151.pdf
1597487,479285,SB0152,SB0152,Alcohol and Drug Related Offense Amendments,Alcohol and Drug Related Offense Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0152.json,1,2013-01-30,http://le.utah.gov/~2013/bills/sbillint/sb0152.pdf
1597488,533048,SB0152S01,SB0152S01,Alcohol and Drug Related Offense Amendments,Alcohol and Drug Related Offense Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0152S01.json,2,2013-02-26,http://le.utah.gov/~2013/bills/sbillint/sb0152s01.pdf
1597489,479904,SB0153,SB0153,Local Government Development Amendments,Local Government Development Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0153.json,4,2013-03-28,http://le.utah.gov/~2013/bills/sbillenr/sb0153.pdf
1597490,479860,SB0154,SB0154,Sales and Use Taxation of Water,Sales and Use Taxation of Water,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0154.json,1,2013-01-31,http://le.utah.gov/~2013/bills/sbillint/sb0154.pdf
1597491,479818,SB0155,SB0155,Open Adoption,Open Adoption,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0155.json,1,2013-01-31,http://le.utah.gov/~2013/bills/sbillint/sb0155.pdf
1597492,533049,SB0155S01,SB0155S01,Postadoption Contact Agreements,Postadoption Contact Agreements,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0155S01.json,4,2013-04-01,http://le.utah.gov/~2013/bills/sbillenr/sb0155.pdf
1597493,481453,SB0156,SB0156,Jail Release Amendments,Jail Release Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0156.json,4,2013-03-27,http://le.utah.gov/~2013/bills/sbillenr/sb0156.pdf
1597494,482696,SB0157,SB0157,Daylight Saving Time Amendments,Daylight Saving Time Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0157.json,1,2013-01-31,http://le.utah.gov/~2013/bills/sbillint/sb0157.pdf
1597495,482745,SB0158,SB0158,Municipal General Fund Amendments,Municipal General Fund Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0158.json,4,2013-03-27,http://le.utah.gov/~2013/bills/sbillenr/sb0158.pdf
1597496,482793,SB0159,SB0159,Theft Amendments,Theft Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0159.json,2,2013-02-26,http://le.utah.gov/~2013/bills/sbillint/sb0159.pdf
1597497,482935,SB0160,SB0160,Patronizing a Prostitute Amendments,Patronizing a Prostitute Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0160.json,4,2013-03-21,http://le.utah.gov/~2013/bills/sbillenr/sb0160.pdf
1597498,483659,SB0161,SB0161,Restitution Amendments,Restitution Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0161.json,4,2013-03-22,http://le.utah.gov/~2013/bills/sbillenr/sb0161.pdf
1597499,483656,SB0162,SB0162,Concurrent Enrollment Amendments,Concurrent Enrollment Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0162.json,4,2013-03-22,http://le.utah.gov/~2013/bills/sbillenr/sb0162.pdf
1597500,483653,SB0163,SB0163,Status Verification System Amendments,Status Verification System Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0163.json,1,2013-02-01,http://le.utah.gov/~2013/bills/sbillint/sb0163.pdf
1597501,486306,SB0164,SB0164,Parole Violator Centers Allocations,Parole Violator Centers Allocations,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0164.json,4,2013-04-01,http://le.utah.gov/~2013/bills/sbillenr/sb0164.pdf
1597502,486672,SB0165,SB0165,Physical Therapy Practice Act Amendments,Physical Therapy Practice Act Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0165.json,4,2013-03-21,http://le.utah.gov/~2013/bills/sbillenr/sb0165.pdf
1597503,487275,SB0166,SB0166,Hospital Provider Assessment Amendments,Hospital Provider Assessment Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0166.json,1,2013-02-06,http://le.utah.gov/~2013/bills/sbillamd/sb0166.pdf
1597504,533050,SB0166S02,SB0166S02,Hospital Assessment Amendments,Hospital Assessment Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0166S02.json,4,2013-03-21,http://le.utah.gov/~2013/bills/sbillenr/sb0166.pdf
1597505,487270,SB0167,SB0167,Alcoholic Beverage Control Amendments,Alcoholic Beverage Control Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0167.json,2,2013-02-26,http://le.utah.gov/~2013/bills/sbillamd/sb0167.pdf
1597506,488064,SB0168,SB0168,Certified Public Accountant Licensing Amendments,Certified Public Accountant Licensing Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0168.json,4,2013-04-01,http://le.utah.gov/~2013/bills/sbillenr/sb0168.pdf
1597507,488928,SB0169,SB0169,Education Task Force,Education Task Force,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0169.json,4,2013-03-22,http://le.utah.gov/~2013/bills/sbillenr/sb0169.pdf
1597508,489449,SB0170,SB0170,Identity Fraud Amendments,Identity Fraud Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0170.json,4,2013-03-22,http://le.utah.gov/~2013/bills/sbillenr/sb0170.pdf
1597509,489965,SB0171,SB0171,Sales and Use Tax Exemption for Electronic Financial Payment Services,Sales and Use Tax Exemption for Electronic Financial Payment Services,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0171.json,4,2013-04-01,http://le.utah.gov/~2013/bills/sbillenr/sb0171.pdf
1597510,489958,SB0172,SB0172,Use of Bond Proceeds by Political Subdivisions,Use of Bond Proceeds by Political Subdivisions,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0172.json,4,2013-03-26,http://le.utah.gov/~2013/bills/sbillenr/sb0172.pdf
1597511,495867,SB0173,SB0173,Residential Construction Contract Amendments,Residential Construction Contract Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0173.json,4,2013-03-26,http://le.utah.gov/~2013/bills/sbillenr/sb0173.pdf
1597512,491159,SB0174,SB0174,Warrant Collection Amendments,Warrant Collection Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0174.json,1,2013-02-08,http://le.utah.gov/~2013/bills/sbillint/sb0174.pdf
1597513,491666,SB0175,SB0175,Assessment of College Readiness,Assessment of College Readiness,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0175.json,4,2013-03-26,http://le.utah.gov/~2013/bills/sbillenr/sb0175.pdf
1597514,491664,SB0176,SB0176,Office of Planning and Budget Restructuring Amendments,Office of Planning and Budget Restructuring Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0176.json,4,2013-03-28,http://le.utah.gov/~2013/bills/sbillenr/sb0176.pdf
1597515,491957,SB0177,SB0177,Highway Designation Amendments,Highway Designation Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0177.json,1,2013-02-11,http://le.utah.gov/~2013/bills/sbillint/sb0177.pdf
1597516,533051,SB0177S01,SB0177S01,Highway Designation Amendments,Highway Designation Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0177S01.json,1,2013-02-11,http://le.utah.gov/~2013/bills/sbillint/sb0177s01.pdf
1597517,492196,SB0178,SB0178,Department of Transportation Revisions,Department of Transportation Revisions,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0178.json,4,2013-03-22,http://le.utah.gov/~2013/bills/sbillenr/sb0178.pdf
1597518,492192,SB0179,SB0179,Local Government Financial Reporting Revisions,Local Government Financial Reporting Revisions,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0179.json,4,2013-03-26,http://le.utah.gov/~2013/bills/sbillenr/sb0179.pdf
1597519,492718,SB0180,SB0180,Public Utilities Amendments,Public Utilities Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0180.json,4,2013-03-27,http://le.utah.gov/~2013/bills/sbillenr/sb0180.pdf
1597520,492711,SB0181,SB0181,Political Subdivisions Property Amendments,Political Subdivisions Property Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0181.json,1,2013-02-11,http://le.utah.gov/~2013/bills/sbillamd/sb0181.pdf
1597521,533052,SB0181S01,SB0181S01,Political Subdivisions Property Amendments,Political Subdivisions Property Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0181S01.json,2,2013-03-11,http://le.utah.gov/~2013/bills/sbillamd/sb0181s01.pdf
1597522,492788,SB0182,SB0182,Storage Unit Amendments,Storage Unit Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0182.json,1,2013-02-12,http://le.utah.gov/~2013/bills/sbillint/sb0182.pdf
1597523,533053,SB0182S01,SB0182S01,Storage Unit Amendments,Storage Unit Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0182S01.json,1,2013-02-12,http://le.utah.gov/~2013/bills/sbillint/sb0182s01.pdf
1597524,533054,SB0182S02,SB0182S02,Storage Unit Amendments,Storage Unit Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0182S02.json,4,2013-03-26,http://le.utah.gov/~2013/bills/sbillenr/sb0182.pdf
1597525,494275,SB0183,SB0183,Adoption Agency Modifications,Adoption Agency Modifications,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0183.json,1,2013-02-12,http://le.utah.gov/~2013/bills/sbillint/sb0183.pdf
1597526,533055,SB0183S01,SB0183S01,Adoption Agency Modifications,Adoption Agency Modifications,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0183S01.json,1,2013-02-12,http://le.utah.gov/~2013/bills/sbillint/sb0183s01.pdf
1597527,533056,SB0183S02,SB0183S02,Adoption Agency Modifications,Adoption Agency Modifications,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0183S02.json,4,2013-04-01,http://le.utah.gov/~2013/bills/sbillenr/sb0183.pdf
1597528,494315,SB0184,SB0184,Youth Suicide Prevention Revisions,Youth Suicide Prevention Revisions,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0184.json,1,2013-02-13,http://le.utah.gov/~2013/bills/sbillint/sb0184.pdf
1597529,533057,SB0184S01,SB0184S01,Youth Suicide Prevention Revisions,Youth Suicide Prevention Revisions,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0184S01.json,2,2013-03-08,http://le.utah.gov/~2013/bills/sbillint/sb0184s01.pdf
1597530,495027,SB0185,SB0185,"Division of Oil, Gas, and Mining Amendments","Division of Oil, Gas, and Mining Amendments",UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0185.json,4,2013-03-27,http://le.utah.gov/~2013/bills/sbillenr/sb0185.pdf
1597531,495068,SB0186,SB0186,Insurance Transactions Amendments,Insurance Transactions Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0186.json,4,2013-04-01,http://le.utah.gov/~2013/bills/sbillenr/sb0186.pdf
1597532,495609,SB0187,SB0187,Food Handler Licensing Amendments,Food Handler Licensing Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0187.json,1,2013-02-13,http://le.utah.gov/~2013/bills/sbillint/sb0187.pdf
1597533,533058,SB0187S01,SB0187S01,Food Handler Licensing Amendments,Food Handler Licensing Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0187S01.json,1,2013-02-13,http://le.utah.gov/~2013/bills/sbillamd/sb0187s01.pdf
1597534,533059,SB0187S02,SB0187S02,Food Handler Licensing Amendments,Food Handler Licensing Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0187S02.json,4,2013-04-01,http://le.utah.gov/~2013/bills/sbillenr/sb0187.pdf
1597535,495628,SB0188,SB0188,Amendments to Adoption Requirements,Amendments to Adoption Requirements,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0188.json,1,2013-02-13,http://le.utah.gov/~2013/bills/sbillint/sb0188.pdf
1597536,495644,SB0189,SB0189,Oncology Insurance Amendments,Oncology Insurance Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0189.json,1,2013-02-13,http://le.utah.gov/~2013/bills/sbillint/sb0189.pdf
1597537,533060,SB0189S01,SB0189S01,Oncology Insurance Amendments,Oncology Insurance Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0189S01.json,2,2013-03-05,http://le.utah.gov/~2013/bills/sbillamd/sb0189s01.pdf
1597538,533061,SB0189S02,SB0189S02,Oncology Insurance Amendments,Oncology Insurance Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0189S02.json,4,2013-03-26,http://le.utah.gov/~2013/bills/sbillenr/sb0189.pdf
1597539,495652,SB0190,SB0190,Procurement Revisions,Procurement Revisions,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0190.json,1,2013-02-13,http://le.utah.gov/~2013/bills/sbillint/sb0190.pdf
1597540,533062,SB0190S01,SB0190S01,Procurement Revisions,Procurement Revisions,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0190S01.json,1,2013-02-13,http://le.utah.gov/~2013/bills/sbillint/sb0190s01.pdf
1597541,533063,SB0190S02,SB0190S02,Procurement Revisions,Procurement Revisions,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0190S02.json,2,2013-03-01,http://le.utah.gov/~2013/bills/sbillint/sb0190s02.pdf
1597542,533064,SB0190S03,SB0190S03,Procurement Revisions,Procurement Revisions,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0190S03.json,4,2013-04-01,http://le.utah.gov/~2013/bills/sbillenr/sb0190.pdf
1597543,497432,SB0191,SB0191,Administrative Law Judge Amendments,Administrative Law Judge Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0191.json,1,2013-02-14,http://le.utah.gov/~2013/bills/sbillint/sb0191.pdf
1597544,533065,SB0191S01,SB0191S01,Administrative Law Judge Amendments,Administrative Law Judge Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0191S01.json,4,2013-03-26,http://le.utah.gov/~2013/bills/sbillenr/sb0191.pdf
1597545,497484,SB0192,SB0192,Economic Development Incentives Act Amendments,Economic Development Incentives Act Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0192.json,1,2013-02-14,http://le.utah.gov/~2013/bills/sbillint/sb0192.pdf
1597546,497533,SB0193,SB0193,Vehicle Registration Amendments,Vehicle Registration Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0193.json,4,2013-04-01,http://le.utah.gov/~2013/bills/sbillenr/sb0193.pdf
1597547,498256,SB0194,SB0194,Pharmacy Practice Act Amendments,Pharmacy Practice Act Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0194.json,1,2013-02-14,http://le.utah.gov/~2013/bills/sbillamd/sb0194.pdf
1597548,533066,SB0194S01,SB0194S01,Pharmacy Practice Act Amendments,Pharmacy Practice Act Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0194S01.json,4,2013-03-26,http://le.utah.gov/~2013/bills/sbillenr/sb0194.pdf
1597549,498353,SB0195,SB0195,Utah Charity Care Commission,Utah Charity Care Commission,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0195.json,1,2013-02-15,http://le.utah.gov/~2013/bills/sbillint/sb0195.pdf
1597550,498302,SB0196,SB0196,License Plate Reader Amendments,License Plate Reader Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0196.json,1,2013-02-14,http://le.utah.gov/~2013/bills/sbillint/sb0196.pdf
1597551,533067,SB0196S02,SB0196S02,License Plate Reader Amendments,License Plate Reader Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0196S02.json,2,2013-03-11,http://le.utah.gov/~2013/bills/sbillamd/sb0196s02.pdf
1597552,533335,SB0196S03,SB0196S03,License Plate Reader Amendments,License Plate Reader Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0196S03.json,4,2013-04-01,http://le.utah.gov/~2013/bills/sbillenr/sb0196.pdf
1597553,498346,SB0197,SB0197,Private Investigators Qualification Amendments,Private Investigators Qualification Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0197.json,1,2013-02-14,http://le.utah.gov/~2013/bills/sbillint/sb0197.pdf
1597554,500470,SB0198,SB0198,Utah Unitrust Act,Utah Unitrust Act,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0198.json,4,2013-03-27,http://le.utah.gov/~2013/bills/sbillenr/sb0198.pdf
1597555,500893,SB0199,SB0199,Energy Revisions,Energy Revisions,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0199.json,1,2013-02-19,http://le.utah.gov/~2013/bills/sbillint/sb0199.pdf
1597556,500756,SB0200,SB0200,Local and Special Service Districts Amendments,Local and Special Service Districts Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0200.json,1,2013-02-19,http://le.utah.gov/~2013/bills/sbillint/sb0200.pdf
1597557,533068,SB0200S01,SB0200S01,Local and Special Service Districts Amendments,Local and Special Service Districts Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0200S01.json,1,2013-02-19,http://le.utah.gov/~2013/bills/sbillint/sb0200s01.pdf
1597558,533069,SB0200S02,SB0200S02,Local and Special Service Districts Amendments,Local and Special Service Districts Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0200S02.json,1,2013-02-19,http://le.utah.gov/~2013/bills/sbillint/sb0200s02.pdf
1597559,533070,SB0200S03,SB0200S03,Local and Special Service Districts Amendments,Local and Special Service Districts Amendments,UT,2013 General Session,bill_data\UT\2013-2013_Regular_Session\bill\SB0200S03.json,4,2013-04-01,http://le.utah.gov/~2013/bills/sbillenr/sb0200.pdf
