Unnamed: 0,bill_id,code,bill_number,title,description,state,session,filename,status,status_date,url
1590042,1771196,HR492,HR492,Condemning the Government of Iran's state-sponsored persecution of the Baha'i minority and its continued violation of the International Covenants on Human Rights.,Condemning the Government of Iran's state-sponsored persecution of the Baha'i minority and its continued violation of the International Covenants on Human Rights.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR492.json,1,2023-06-09,https://www.congress.gov/118/bills/hres492/BILLS-118hres492eh.pdf
1590043,1771360,HR493,HR493,"Impeaching President Joseph Robinette Biden, President of the United States, for high crimes and misdemeanors.","Impeaching President Joseph Robinette Biden, President of the United States, for high crimes and misdemeanors.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR493.json,1,2023-06-12,https://www.congress.gov/118/bills/hres493/BILLS-118hres493ih.pdf
1590044,1771326,HR494,HR494,"Impeaching Kamala Devi Harris, Vice President of the United States, for high crimes and misdemeanors.","Impeaching Kamala Devi Harris, Vice President of the United States, for high crimes and misdemeanors.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR494.json,1,2023-06-12,https://www.congress.gov/118/bills/hres494/BILLS-118hres494ih.pdf
1590045,1771314,HR495,HR495,"Providing for consideration of the joint resolution (H.J. Res. 44) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Alcohol, Tobacco, Firearms, and Explosives relating to ""Factoring Criteria for Firearms with Attached 'stabilizing braces'""; providing for consideration of the bill (H.R. 277) to amend chapter 8 of title 5, United States Code, to provide that major rules of the executive branch shall have no force or effect unless a joint resolution of approval is enacted into law; providing for consideration of the bill (H.R. 288) to amend title 5, United States Code, to clarify the nature of judicial review of agency interpretations of statutory and regulatory provisions; providing for consideration of the bill (H.R. 1615) to prohibit the use of Federal funds to ban gas stoves; and providing for consideration of the bill (H.R 1640) to prohibit the Secretary of Energy from finalizing, implementing, or enforcing the proposed rule titled ""Energy Conservation Program: Energy Conservation Standards for Consumer Conventional Cooking Products"", and for other purposes.","Providing for consideration of the joint resolution (H.J. Res. 44) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Alcohol, Tobacco, Firearms, and Explosives relating to ""Factoring Criteria for Firearms with Attached 'stabilizing braces'""; providing for consideration of the bill (H.R. 277) to amend chapter 8 of title 5, United States Code, to provide that major rules of the executive branch shall have no force or effect unless a joint resolution of approval is enacted into law; providing for consideration of the bill (H.R. 288) to amend title 5, United States Code, to clarify the nature of judicial review of agency interpretations of statutory and regulatory provisions; providing for consideration of the bill (H.R. 1615) to prohibit the use of Federal funds to ban gas stoves; and providing for consideration of the bill (H.R 1640) to prohibit the Secretary of Energy from finalizing, implementing, or enforcing the proposed rule titled ""Energy Conservation Program: Energy Conservation Standards for Consumer Conventional Cooking Products"", and for other purposes.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR495.json,1,2023-06-12,https://www.congress.gov/118/bills/hres495/BILLS-118hres495eh.pdf
1590046,1771370,HR496,HR496,"Expressing support for the designation of June 13 as ""Posttraumatic Growth Day"".","Expressing support for the designation of June 13 as ""Posttraumatic Growth Day"".",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR496.json,1,2023-06-12,https://www.congress.gov/118/bills/hres496/BILLS-118hres496ih.pdf
1590047,1771344,HR497,HR497,"A resolution commemorating the Day of Portugal, Camões, and the Portuguese Communities, and for other purposes.","A resolution commemorating the Day of Portugal, Camões, and the Portuguese Communities, and for other purposes.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR497.json,1,2023-06-12,https://www.congress.gov/118/bills/hres497/BILLS-118hres497ih.pdf
1590048,1771374,HR498,HR498,"Recognizing June 28, 2023, as the 125th anniversary of the American Association of Colleges of Osteopathic Medicine and commending its work to improve the health of the people of the United States.","Recognizing June 28, 2023, as the 125th anniversary of the American Association of Colleges of Osteopathic Medicine and commending its work to improve the health of the people of the United States.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR498.json,1,2023-06-12,https://www.congress.gov/118/bills/hres498/BILLS-118hres498ih.pdf
1590049,1771345,HR499,HR499,"Expressing support for the designation of June 12, 2023, as ""Women Veterans Appreciation Day"".","Expressing support for the designation of June 12, 2023, as ""Women Veterans Appreciation Day"".",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR499.json,1,2023-06-12,https://www.congress.gov/118/bills/hres499/BILLS-118hres499ih.pdf
1590050,1650947,HR5,HR5,"Adopting the Rules of the House of Representatives for the One Hundred Eighteenth Congress, and for other purposes.","Adopting the Rules of the House of Representatives for the One Hundred Eighteenth Congress, and for other purposes.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR5.json,1,2023-01-09,https://www.congress.gov/118/bills/hres5/BILLS-118hres5eh.pdf
1590051,1674758,HR50,HR50,"Recognizing that article I, section 10 of the United States Constitution explicitly reserves to the States the sovereign power to repel an invasion and defend their citizenry from the overwhelming and ""imminent danger"" posed by paramilitary, narco-terrorist cartels, terrorists and criminal actors who have seized control of our southern border.","Recognizing that article I, section 10 of the United States Constitution explicitly reserves to the States the sovereign power to repel an invasion and defend their citizenry from the overwhelming and ""imminent danger"" posed by paramilitary, narco-terrorist cartels, terrorists and criminal actors who have seized control of our southern border.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR50.json,1,2023-01-20,https://www.congress.gov/118/bills/hres50/BILLS-118hres50ih.pdf
1590052,1771333,HR500,HR500,"Commemorating 7 years since the Pulse nightclub shooting in Orlando, Florida, on June 12, 2016.","Commemorating 7 years since the Pulse nightclub shooting in Orlando, Florida, on June 12, 2016.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR500.json,1,2023-06-12,https://www.congress.gov/118/bills/hres500/BILLS-118hres500ih.pdf
1590053,1771545,HR501,HR501,Honoring the men and women of the Drug Enforcement Administration on the 50th anniversary of the agency.,Honoring the men and women of the Drug Enforcement Administration on the 50th anniversary of the agency.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR501.json,1,2023-06-13,https://www.congress.gov/118/bills/hres501/BILLS-118hres501ih.pdf
1590054,1771531,HR502,HR502,Electing a Member to a certain standing committee of the House of Representatives.,Electing a Member to a certain standing committee of the House of Representatives.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR502.json,1,2023-06-13,https://www.congress.gov/118/bills/hres502/BILLS-118hres502eh.pdf
1590055,1771559,HR503,HR503,"Impeaching Joseph R. Biden, Jr., President of the United States, for high crimes and misdemeanors.","Impeaching Joseph R. Biden, Jr., President of the United States, for high crimes and misdemeanors.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR503.json,1,2023-06-13,https://www.congress.gov/118/bills/hres503/BILLS-118hres503ih.pdf
1590056,1771521,HR504,HR504,Recognizing and honoring the 51 mobility Airmen from Joint Base Charleston who received the Distinguished Service Cross.,Recognizing and honoring the 51 mobility Airmen from Joint Base Charleston who received the Distinguished Service Cross.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR504.json,1,2023-06-13,https://www.congress.gov/118/bills/hres504/BILLS-118hres504ih.pdf
1590057,1771547,HR505,HR505,"Recognizing June 19, 2023, as this year's observance of the historical significance of Juneteenth Independence Day.","Recognizing June 19, 2023, as this year's observance of the historical significance of Juneteenth Independence Day.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR505.json,1,2023-06-13,https://www.congress.gov/118/bills/hres505/BILLS-118hres505ih.pdf
1590058,1771546,HR506,HR506,"Commending the South Carolina Aquarium in Charleston for its outstanding Sea Turtle Care Center and its dedicated efforts in rehabilitating and releasing injured and sick sea turtles, ensuring their return to their natural environment.","Commending the South Carolina Aquarium in Charleston for its outstanding Sea Turtle Care Center and its dedicated efforts in rehabilitating and releasing injured and sick sea turtles, ensuring their return to their natural environment.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR506.json,1,2023-06-13,https://www.congress.gov/118/bills/hres506/BILLS-118hres506ih.pdf
1590059,1771538,HR507,HR507,Congratulating the National Treasury Employees Union on its 85th anniversary and commending the dedication shown Federal employees and continued service provided by the National Treasury Employees Union and the members of the National Treasury Employees Union.,Congratulating the National Treasury Employees Union on its 85th anniversary and commending the dedication shown Federal employees and continued service provided by the National Treasury Employees Union and the members of the National Treasury Employees Union.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR507.json,1,2023-06-13,https://www.congress.gov/118/bills/hres507/BILLS-118hres507ih.pdf
1590060,1771544,HR508,HR508,"Honoring the struggle, sacrifice, and triumph of the LGBTQ+ movement in Georgia.","Honoring the struggle, sacrifice, and triumph of the LGBTQ+ movement in Georgia.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR508.json,1,2023-06-13,https://www.congress.gov/118/bills/hres508/BILLS-118hres508ih.pdf
1590061,1771781,HR509,HR509,Expressing the sense of the House of Representatives to support the rights of youth in the foster care system.,Expressing the sense of the House of Representatives to support the rights of youth in the foster care system.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR509.json,1,2023-06-14,https://www.congress.gov/118/bills/hres509/BILLS-118hres509ih.pdf
1590062,1674794,HR51,HR51,"Expressing support for the designation of the week of January 22 through January 28, 2023, as ""National School Choice Week"".","Expressing support for the designation of the week of January 22 through January 28, 2023, as ""National School Choice Week"".",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR51.json,1,2023-01-20,https://www.congress.gov/118/bills/hres51/BILLS-118hres51ih.pdf
1590063,1771791,HR510,HR510,Expressing the sense of the House of Representatives that the Parthenon Marbles should be returned to Greece.,Expressing the sense of the House of Representatives that the Parthenon Marbles should be returned to Greece.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR510.json,1,2023-06-14,https://www.congress.gov/118/bills/hres510/BILLS-118hres510ih.pdf
1590064,1771809,HR511,HR511,Congratulating the Vegas Golden Knights for winning the 2023 Stanley Cup Finals.,Congratulating the Vegas Golden Knights for winning the 2023 Stanley Cup Finals.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR511.json,1,2023-06-14,https://www.congress.gov/118/bills/hres511/BILLS-118hres511ih.pdf
1590065,1772148,HR512,HR512,"Censuring and condemning Adam Schiff, Representative of California's 30th Congressional District.","Censuring and condemning Adam Schiff, Representative of California's 30th Congressional District.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR512.json,1,2023-06-15,https://www.congress.gov/118/bills/hres512/BILLS-118hres512ih.pdf
1590066,1772167,HR513,HR513,Expressing support for recognizing September 20 as National Service Dog Day.,Expressing support for recognizing September 20 as National Service Dog Day.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR513.json,1,2023-06-15,https://www.congress.gov/118/bills/hres513/BILLS-118hres513ih.pdf
1590067,1772174,HR514,HR514,"Expressing support for the designation of June 19, 2023, as ""World Sickle Cell Awareness Day"" in order to increase public alertness across the United States and global community about sickle cell disease, the continued need for empirical research, early detection screenings for sickle cell trait carriers, novel effective treatments leading to a cure, and preventative care programs with respect to complications from sickle cell anemia and conditions related to sickle cell disease.","Expressing support for the designation of June 19, 2023, as ""World Sickle Cell Awareness Day"" in order to increase public alertness across the United States and global community about sickle cell disease, the continued need for empirical research, early detection screenings for sickle cell trait carriers, novel effective treatments leading to a cure, and preventative care programs with respect to complications from sickle cell anemia and conditions related to sickle cell disease.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR514.json,1,2023-06-15,https://www.congress.gov/118/bills/hres514/BILLS-118hres514ih.pdf
1590068,1772172,HR515,HR515,Commending the Florida Everblades hockey team for winning the 2023 ECHL's Patrick J. Kelly Cup.,Commending the Florida Everblades hockey team for winning the 2023 ECHL's Patrick J. Kelly Cup.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR515.json,1,2023-06-15,https://www.congress.gov/118/bills/hres515/BILLS-118hres515ih.pdf
1590069,1772164,HR516,HR516,"Expressing the sense of the House of Representatives that the Secretary of Defense should review section 504 of title 10, United States Code, for purposes related to enlisting certain aliens in the Armed Forces.","Expressing the sense of the House of Representatives that the Secretary of Defense should review section 504 of title 10, United States Code, for purposes related to enlisting certain aliens in the Armed Forces.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR516.json,1,2023-06-15,https://www.congress.gov/118/bills/hres516/BILLS-118hres516ih.pdf
1590070,1772176,HR517,HR517,"Expressing support for the designation of the third Sunday in June as ""Father's Day"".","Expressing support for the designation of the third Sunday in June as ""Father's Day"".",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR517.json,1,2023-06-15,https://www.congress.gov/118/bills/hres517/BILLS-118hres517ih.pdf
1590071,1772186,HR518,HR518,Pushing back against the labeling of attempts by parents to ensure school curriculum and sports are age and sex appropriate as extreme.,Pushing back against the labeling of attempts by parents to ensure school curriculum and sports are age and sex appropriate as extreme.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR518.json,1,2023-06-15,https://www.congress.gov/118/bills/hres518/BILLS-118hres518ih.pdf
1590072,1772197,HR519,HR519,Recognizing that the United States has a moral obligation to meet its foundational promise of guaranteed justice for all.,Recognizing that the United States has a moral obligation to meet its foundational promise of guaranteed justice for all.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR519.json,1,2023-06-15,https://www.congress.gov/118/bills/hres519/BILLS-118hres519ih.pdf
1590073,1679300,HR52,HR52,Memorializing the unborn by lowering the United States flag to half-staff on the 22d day of January each year.,Memorializing the unborn by lowering the United States flag to half-staff on the 22d day of January each year.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR52.json,1,2023-01-24,https://www.congress.gov/118/bills/hres52/BILLS-118hres52ih.pdf
1590074,1772273,HR520,HR520,Expressing support for the designation of the second week of June as Children's Week in the United States.,Expressing support for the designation of the second week of June as Children's Week in the United States.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR520.json,1,2023-06-16,https://www.congress.gov/118/bills/hres520/BILLS-118hres520ih.pdf
1590075,1772269,HR521,HR521,"Censuring Adam Schiff, Representative of the 30th Congressional District of California.","Censuring Adam Schiff, Representative of the 30th Congressional District of California.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR521.json,1,2023-06-16,https://www.congress.gov/118/bills/hres521/BILLS-118hres521eh.pdf
1590076,1772268,HR522,HR522,"Recognizing the role of father engagement in improving overall health outcomes during pregnancy, birth, and postpartum, for both the mother and baby.","Recognizing the role of father engagement in improving overall health outcomes during pregnancy, birth, and postpartum, for both the mother and baby.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR522.json,1,2023-06-16,https://www.congress.gov/118/bills/hres522/BILLS-118hres522ih.pdf
1590077,1772446,HR523,HR523,Authorizing video recording in the House Chamber during a joint meeting of Congress for certain educational purposes.,Authorizing video recording in the House Chamber during a joint meeting of Congress for certain educational purposes.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR523.json,1,2023-06-20,https://www.congress.gov/118/bills/hres523/BILLS-118hres523eh.pdf
1590078,1772467,HR524,HR524,"Providing for consideration of the bill (H.R. 3564) to cancel recent changes made by the Federal Housing Finance Agency to the up-front loan level pricing adjustments charged by Fannie Mae and Freddie Mac for guarantee of single-family mortgages, and for other purposes; providing for consideration of the bill (H.R. 3799) to amend the Internal Revenue Code of 1986 to provide for health reimbursement arrangements integrated with individual health insurance coverage; and providing for consideration of the resolution (H. Res. 461) condemning the use of elementary and secondary school facilities to provide shelter for aliens who are not admitted to the United States.","Providing for consideration of the bill (H.R. 3564) to cancel recent changes made by the Federal Housing Finance Agency to the up-front loan level pricing adjustments charged by Fannie Mae and Freddie Mac for guarantee of single-family mortgages, and for other purposes; providing for consideration of the bill (H.R. 3799) to amend the Internal Revenue Code of 1986 to provide for health reimbursement arrangements integrated with individual health insurance coverage; and providing for consideration of the resolution (H. Res. 461) condemning the use of elementary and secondary school facilities to provide shelter for aliens who are not admitted to the United States.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR524.json,1,2023-06-20,https://www.congress.gov/118/bills/hres524/BILLS-118hres524rh.pdf
1590079,1772477,HR525,HR525,Expressing the sense of the House of Representatives that the African Union should be a permanent member of the Group of 20.,Expressing the sense of the House of Representatives that the African Union should be a permanent member of the Group of 20.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR525.json,1,2023-06-20,https://www.congress.gov/118/bills/hres525/BILLS-118hres525ih.pdf
1590080,1772476,HR526,HR526,"Reaffirming the importance of the United States promoting the safety, health, and well-being of refugees and displaced persons in the United States and around the world.","Reaffirming the importance of the United States promoting the safety, health, and well-being of refugees and displaced persons in the United States and around the world.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR526.json,1,2023-06-20,https://www.congress.gov/118/bills/hres526/BILLS-118hres526ih.pdf
1590081,1772457,HR527,HR527,"Condemning the recent rise in antisemitic violence and harassment targeting Jewish Americans, standing in solidarity with those affected by antisemitism, and for other purposes.","Condemning the recent rise in antisemitic violence and harassment targeting Jewish Americans, standing in solidarity with those affected by antisemitism, and for other purposes.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR527.json,1,2023-06-20,https://www.congress.gov/118/bills/hres527/BILLS-118hres527ih.pdf
1590082,1772475,HR528,HR528,"Expressing support for the designation of June as ""National Annuity Awareness Month"".","Expressing support for the designation of June as ""National Annuity Awareness Month"".",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR528.json,1,2023-06-20,https://www.congress.gov/118/bills/hres528/BILLS-118hres528ih.pdf
1590083,1772640,HR529,HR529,"Relating to the resolution (H. Res. 503) impeaching Joseph R. Biden, Jr., President of the United States, for high crimes and misdemeanors.","Relating to the resolution (H. Res. 503) impeaching Joseph R. Biden, Jr., President of the United States, for high crimes and misdemeanors.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR529.json,1,2023-06-21,https://www.congress.gov/118/bills/hres529/BILLS-118hres529eh.pdf
1590084,1679255,HR53,HR53,"Raising awareness and encouraging the prevention of stalking by expressing support for the designation of January 2023 as ""National Stalking Awareness Month"".","Raising awareness and encouraging the prevention of stalking by expressing support for the designation of January 2023 as ""National Stalking Awareness Month"".",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR53.json,1,2023-01-24,https://www.congress.gov/118/bills/hres53/BILLS-118hres53ih.pdf
1590085,1772664,HR530,HR530,"Expressing support for the designation of June 21, 2023, as National ASK (Asking Saves Kids) Day to promote children's health and safe storage of guns in the home.","Expressing support for the designation of June 21, 2023, as National ASK (Asking Saves Kids) Day to promote children's health and safe storage of guns in the home.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR530.json,1,2023-06-21,https://www.congress.gov/118/bills/hres530/BILLS-118hres530ih.pdf
1590086,1772629,HR531,HR531,"Directing the Committee on Ethics of the House of Representatives to immediately notify the full House of Representatives with respect to the names of the individuals who guaranteed Representative Santos' bail bond in relation to the indictment brought against Representative Santos in May 2023 by the Department of Justice, and submit to the House of Representatives an interim report on the investigation into Representative Santos not later than July 17, 2023, and for other purposes.","Directing the Committee on Ethics of the House of Representatives to immediately notify the full House of Representatives with respect to the names of the individuals who guaranteed Representative Santos' bail bond in relation to the indictment brought against Representative Santos in May 2023 by the Department of Justice, and submit to the House of Representatives an interim report on the investigation into Representative Santos not later than July 17, 2023, and for other purposes.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR531.json,1,2023-06-21,https://www.congress.gov/118/bills/hres531/BILLS-118hres531ih.pdf
1590087,1772663,HR532,HR532,Third Reconstruction: Fully addressing poverty and low wages from the bottom up.,Third Reconstruction: Fully addressing poverty and low wages from the bottom up.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR532.json,1,2023-06-21,https://www.congress.gov/118/bills/hres532/BILLS-118hres532ih.pdf
1590088,1772644,HR533,HR533,"Recognizing and commending the name change of the USS Chancellorsville to the USS Robert Smalls, in honor of the late Representative Robert Smalls, an extraordinary native of Beaufort, South Carolina, and his significant contributions to American history.","Recognizing and commending the name change of the USS Chancellorsville to the USS Robert Smalls, in honor of the late Representative Robert Smalls, an extraordinary native of Beaufort, South Carolina, and his significant contributions to American history.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR533.json,1,2023-06-21,https://www.congress.gov/118/bills/hres533/BILLS-118hres533ih.pdf
1590089,1772625,HR534,HR534,"Expressing support for the designation of the day of June 19, 2023, to commemorate and celebrate the 75th Anniversary of the Specially Adapted Housing Grant Program.","Expressing support for the designation of the day of June 19, 2023, to commemorate and celebrate the 75th Anniversary of the Specially Adapted Housing Grant Program.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR534.json,1,2023-06-21,https://www.congress.gov/118/bills/hres534/BILLS-118hres534ih.pdf
1590090,1772638,HR535,HR535,"Expressing support for the designation of November 12, 2023, as ""National Warrior Call Day"" and recognizing the importance of connecting warriors in the United States to support structures necessary to transition from the battlefield.","Expressing support for the designation of November 12, 2023, as ""National Warrior Call Day"" and recognizing the importance of connecting warriors in the United States to support structures necessary to transition from the battlefield.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR535.json,1,2023-06-21,https://www.congress.gov/118/bills/hres535/BILLS-118hres535ih.pdf
1590091,1772833,HR536,HR536,"Supporting the designation of the week including June 23, 2023, as ""National Women's Sports Week"" to celebrate the anniversary of the passage of title IX and the growth of women's sports.","Supporting the designation of the week including June 23, 2023, as ""National Women's Sports Week"" to celebrate the anniversary of the passage of title IX and the growth of women's sports.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR536.json,1,2023-06-22,https://www.congress.gov/118/bills/hres536/BILLS-118hres536ih.pdf
1590092,1772883,HR537,HR537,Amending the Rules of the House of Representatives to clarify that the payment of a bail bond constitutes a gift for purposes of the Rules.,Amending the Rules of the House of Representatives to clarify that the payment of a bail bond constitutes a gift for purposes of the Rules.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR537.json,1,2023-06-22,https://www.congress.gov/118/bills/hres537/BILLS-118hres537ih.pdf
1590093,1772803,HR538,HR538,"Expunging the December 18, 2019, impeachment of President Donald John Trump.","Expunging the December 18, 2019, impeachment of President Donald John Trump.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR538.json,1,2023-06-22,https://www.congress.gov/118/bills/hres538/BILLS-118hres538ih.pdf
1590094,1772933,HR539,HR539,Recognizing the importance of United States-India relations.,Recognizing the importance of United States-India relations.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR539.json,1,2023-06-22,https://www.congress.gov/118/bills/hres539/BILLS-118hres539ih.pdf
1590095,1679224,HR54,HR54,"Affirming the role of the United States in improving access to quality, inclusive public education and improving learning outcomes for children and adolescents, particularly for girls, around the world.","Affirming the role of the United States in improving access to quality, inclusive public education and improving learning outcomes for children and adolescents, particularly for girls, around the world.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR54.json,1,2023-01-24,https://www.congress.gov/118/bills/hres54/BILLS-118hres54ih.pdf
1590096,1772915,HR540,HR540,Reaffirming the state of Arunachal Pradesh as Indian territory and condemning the People's Republic of China's provocations in South Asia.,Reaffirming the state of Arunachal Pradesh as Indian territory and condemning the People's Republic of China's provocations in South Asia.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR540.json,1,2023-06-22,https://www.congress.gov/118/bills/hres540/BILLS-118hres540ih.pdf
1590097,1772844,HR541,HR541,Recognizing the contributions of African Americans to the musical heritage of the United States and the need for greater access to music education for African-American students and supporting the designation of June 2023 as African-American Music Appreciation Month.,Recognizing the contributions of African Americans to the musical heritage of the United States and the need for greater access to music education for African-American students and supporting the designation of June 2023 as African-American Music Appreciation Month.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR541.json,1,2023-06-22,https://www.congress.gov/118/bills/hres541/BILLS-118hres541ih.pdf
1590098,1772920,HR542,HR542,"Condemning human rights violations and violations of international religious freedom in India, including those targeting Muslims, Christians, Sikhs, Dalits, Adivasis, and other religious and cultural minorities.","Condemning human rights violations and violations of international religious freedom in India, including those targeting Muslims, Christians, Sikhs, Dalits, Adivasis, and other religious and cultural minorities.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR542.json,1,2023-06-22,https://www.congress.gov/118/bills/hres542/BILLS-118hres542ih.pdf
1590099,1772850,HR543,HR543,"Amending the Rules of the House of Representatives to permit Members to vote by proxy and remotely attend committee proceedings in certain cases, and for other purposes.","Amending the Rules of the House of Representatives to permit Members to vote by proxy and remotely attend committee proceedings in certain cases, and for other purposes.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR543.json,1,2023-06-22,https://www.congress.gov/118/bills/hres543/BILLS-118hres543ih.pdf
1590100,1772940,HR544,HR544,Expressing the sense of the House of Representatives regarding the relationship between certain obligations under the North Atlantic Treaty and constitutional declarations of war by Congress.,Expressing the sense of the House of Representatives regarding the relationship between certain obligations under the North Atlantic Treaty and constitutional declarations of war by Congress.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR544.json,1,2023-06-22,https://www.congress.gov/118/bills/hres544/BILLS-118hres544ih.pdf
1590101,1772829,HR545,HR545,Expressing the sense of the House of Representatives to reduce traffic fatalities to zero by 2050.,Expressing the sense of the House of Representatives to reduce traffic fatalities to zero by 2050.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR545.json,1,2023-06-22,https://www.congress.gov/118/bills/hres545/BILLS-118hres545ih.pdf
1590102,1772789,HR546,HR546,"Celebrating the historic anniversary of the June 24, 2022, decision of the Supreme Court of the United States in Dobbs v. Jackson Women's Health Organization.","Celebrating the historic anniversary of the June 24, 2022, decision of the Supreme Court of the United States in Dobbs v. Jackson Women's Health Organization.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR546.json,1,2023-06-22,https://www.congress.gov/118/bills/hres546/BILLS-118hres546ih.pdf
1590103,1772807,HR547,HR547,"Expunging the January 13, 2021, impeachment of President Donald John Trump.","Expunging the January 13, 2021, impeachment of President Donald John Trump.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR547.json,1,2023-06-22,https://www.congress.gov/118/bills/hres547/BILLS-118hres547ih.pdf
1590104,1773013,HR548,HR548,Encouraging the Government of Sierra Leone to abide by their promise to a peaceful and credible electoral process.,Encouraging the Government of Sierra Leone to abide by their promise to a peaceful and credible electoral process.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR548.json,1,2023-06-23,https://www.congress.gov/118/bills/hres548/BILLS-118hres548ih.pdf
1590105,1773026,HR549,HR549,Expressing the sense of the House of Representatives that the Okefenokee National Wildlife Refuge is a vital part of the ecology of Georgia and should be inscribed on the UNESCO World Heritage Site list.,Expressing the sense of the House of Representatives that the Okefenokee National Wildlife Refuge is a vital part of the ecology of Georgia and should be inscribed on the UNESCO World Heritage Site list.,US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR549.json,1,2023-06-23,https://www.congress.gov/118/bills/hres549/BILLS-118hres549ih.pdf
1590106,1679270,HR55,HR55,"Recognizing the roles and the contributions of Americas Certified Registered Nurse Anesthetists (CRNAs) and their critical role in providing quality health care for the public and the Nation's Armed Forces for more than 150 years, through multiple public health emergencies, and beyond.","Recognizing the roles and the contributions of Americas Certified Registered Nurse Anesthetists (CRNAs) and their critical role in providing quality health care for the public and the Nation's Armed Forces for more than 150 years, through multiple public health emergencies, and beyond.",US,118th Congress,bill_data\US\2023-2024_118th_Congress\bill\HR55.json,1,2023-01-24,https://www.congress.gov/118/bills/hres55/BILLS-118hres55ih.pdf
